ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion,corrida
31490,NARUTO -ナルト- サスケ真伝 来光篇 Naruto: Sasuke Shinden — Anya-hen,320.0,Fantasia,Ninguno,0-1000,Japones,mas de 500,Antes del 2012 ,0
26110,The Breeds Of Man,-440.0,Ciencia Ficcion,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,0
31490,NARUTO -ナルト- サスケ真伝 来光篇 Naruto: Sasuke Shinden — Anya-hen,320.0,Fantasia,Ninguno,0-1000,Japones,mas de 500,Antes del 2012 ,1
35504,Can You See Me?,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,1
31490,NARUTO -ナルト- サスケ真伝 来光篇 Naruto: Sasuke Shinden — Anya-hen,320.0,Fantasia,Ninguno,0-1000,Japones,mas de 500,Antes del 2012 ,2
23252,Electric Fences,-440.0,Ninguno,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,2
31490,NARUTO -ナルト- サスケ真伝 来光篇 Naruto: Sasuke Shinden — Anya-hen,320.0,Fantasia,Ninguno,0-1000,Japones,mas de 500,Antes del 2012 ,3
2907,Letters From Your Soul,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,3
33226,Beautiful Ink,220.0,Suspenso,Romance,2000-3000,Ingles,mas de 500,Antes del 2000,4
16351,On The Black Hill,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,4
