ID,titulo,aptitud,genero,subgenero,precio,idioma,numero_paginas,fechaPublicacion,corrida
13010,世界一初恋 ~小野寺律の場合3~,580.0,Romance,Comedia,mas de 3000,Japones,mas de 500,Antes del 2012 ,0
38805,The Women in the Castle,-380.0,Guerra,Ninguno,mas de 3000,Ingles,0-100,Antes del 2012 ,0
13010,世界一初恋 ~小野寺律の場合3~,580.0,Romance,Comedia,mas de 3000,Japones,mas de 500,Antes del 2012 ,1
732,Something Wicked This Way Comes,-440.0,Fantasia,Misterio,0-1000,Ingles,0-100,Antes del 2012 ,1
41036,Break of Dawn,160.0,Fantasia,Romance,mas de 3000,Ingles,300-500,Antes del 2000,2
41143,Three Keys to Murder,-440.0,Misterio,Ninguno,0-1000,Otro,0-100,Antes del 2012 ,2
14646,ホリミヤ 1,460.0,Romance,Comedia,0-1000,Japones,0-100,Antes del 2012 ,3
21684,Cities of Flesh and the Dead,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,3
31473,月刊少女野崎くん 3 Gekkan Shoujo Nozaki-kun 3,660.0,Romance,Comedia,0-1000,Japones,mas de 500,Antes del 2000,4
51212,The Watch Tower,-440.0,Ninguno,Ninguno,0-1000,Ingles,0-100,Antes del 2012 ,4
